id,company_name,company_type,hq_city,hq_province,regions_served,primary_services,client_types,evidence_links,summary,fit_rationale,drone_lidar_fit_signals,contacts,public_email,public_phone,contact_form_url,outreach_angle,fit_score,confidence_score,pipeline_stage,notes,last_verified_date
sc3d-cushman-wakefield-canada,Cushman & Wakefield Canada,Commercial Property,Toronto,Ontario,Ontario,Leasing walkthroughs; Tenant improvement documentation; Building marketing; Remote stakeholder review,Landlords; Property managers; Leasing teams,https://www.cushmanwakefield.com/en/canada,"Commercial Property account target where photorealistic 3D spaces could support leasing walkthroughs, tenant improvement documentation, building marketing.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include leasing, remote stakeholder review, embeddable tours.",Leasing; Remote stakeholder review; Embeddable tours,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.cushmanwakefield.com/en/canada,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer hosted digital twins for leasing, capital planning and remote stakeholder walkthroughs without repeated site visits.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-fairmont-royal-york,Fairmont Royal York,Hospitality/Event Venue,Toronto,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://www.fairmont-royal-york.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.fairmont-royal-york.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-hotel-x-toronto,Hotel X Toronto,Hospitality/Event Venue,Toronto,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://hotelxtoronto.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://hotelxtoronto.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-the-drake-hotel,The Drake Hotel,Hospitality/Event Venue,Toronto,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://www.thedrake.ca/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.thedrake.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-liberty-grand-entertainment-complex,Liberty Grand Entertainment Complex,Hospitality/Event Venue,Toronto,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://libertygrand.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://libertygrand.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-evergreen-brick-works,Evergreen Brick Works,Hospitality/Event Venue,Toronto,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://www.evergreen.ca/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.evergreen.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-the-arlington-estate,The Arlington Estate,Hospitality/Event Venue,Vaughan,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://thearlingtonestate.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://thearlingtonestate.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-elora-mill-hotel-spa,Elora Mill Hotel & Spa,Hospitality/Event Venue,Elora,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://eloramill.ca/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://eloramill.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-pillar-and-post,Pillar and Post,Hospitality/Event Venue,Niagara-on-the-Lake,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://www.vintage-hotels.com/pillar-and-post/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.vintage-hotels.com/pillar-and-post/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-shaw-centre,Shaw Centre,Hospitality/Event Venue,Ottawa,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://shaw-centre.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://shaw-centre.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-niagara-falls-convention-centre,Niagara Falls Convention Centre,Hospitality/Event Venue,Niagara Falls,Ontario,Ontario,Venue tours; Event sales; Room and layout previews; Guest experience marketing,Hotels; Venues; Event sales teams,https://www.fallsconventions.com/,"Hospitality/Event Venue account target where photorealistic 3D spaces could support venue tours, event sales, room and layout previews.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include venue tours, layout previews, sales embeds.",Venue tours; Layout previews; Sales embeds,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.fallsconventions.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer immersive venue twins that planners can walk through remotely when comparing rooms, layouts and guest flow.",90,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-royal-ontario-museum,Royal Ontario Museum,Tourism/Heritage,Toronto,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.rom.on.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.rom.on.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-art-gallery-of-ontario,Art Gallery of Ontario,Tourism/Heritage,Toronto,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://ago.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://ago.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-aga-khan-museum,Aga Khan Museum,Tourism/Heritage,Toronto,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://agakhanmuseum.org/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://agakhanmuseum.org/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-mcmichael-canadian-art-collection,McMichael Canadian Art Collection,Tourism/Heritage,Kleinburg,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://mcmichael.com/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://mcmichael.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-fort-henry-national-historic-site,Fort Henry National Historic Site,Tourism/Heritage,Kingston,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.forthenry.com/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.forthenry.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-stratford-festival,Stratford Festival,Tourism/Heritage,Stratford,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.stratfordfestival.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.stratfordfestival.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-canadian-warplane-heritage-museum,Canadian Warplane Heritage Museum,Tourism/Heritage,Hamilton,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.warplane.com/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.warplane.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-science-north,Science North,Tourism/Heritage,Sudbury,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.sciencenorth.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.sciencenorth.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-ontario-science-centre,Ontario Science Centre,Tourism/Heritage,Toronto,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://www.ontariosciencecentre.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.ontariosciencecentre.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-casa-loma,Casa Loma,Tourism/Heritage,Toronto,Ontario,Ontario,Visitor experience; Collections and site documentation; Virtual access; Educational walkthroughs,Museums; Heritage sites; Tourism operators,https://casaloma.ca/,"Tourism/Heritage account target where photorealistic 3D spaces could support visitor experience, collections and site documentation, virtual access.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include virtual access, public experience, educational walkthroughs.",Virtual access; Public experience; Educational walkthroughs,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://casaloma.ca/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer photorealistic 3D access for exhibits, historic interiors and visitor experiences that can be shared online.",89,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-pinewood-toronto-studios,Pinewood Toronto Studios,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://pinewoodgroup.com/studios/pinewood-toronto-studios,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://pinewoodgroup.com/studios/pinewood-toronto-studios,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-william-f-white-international,William F. White International,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.whites.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.whites.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-cinespace-studios-toronto,Cinespace Studios Toronto,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.cinespace.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.cinespace.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-studio-city-toronto,Studio City Toronto,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://studiocitytoronto.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://studiocitytoronto.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-tribro-studios,TriBro Studios,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.tribrostudios.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.tribrostudios.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-stratagem-studios,Stratagem Studios,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.stratagemstudios.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.stratagemstudios.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-soho-vfx,Soho VFX,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.sohovfx.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.sohovfx.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-rocket-science-vfx,Rocket Science VFX,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.rsvfx.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.rsvfx.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
sc3d-mr-x,Mr. X,Film/Virtual Production,Toronto,Ontario,Ontario,Location scouting; Virtual production assets; Set documentation; Creative previsualization,Studios; Production companies; Location managers,https://www.mrxfx.com/,"Film/Virtual Production account target where photorealistic 3D spaces could support location scouting, virtual production assets, set documentation.","SC3D fit is based on a visible, valuable or complex space that can benefit from hosted Gaussian-splat digital twins, remote walkthroughs, web embeds, annotations, measurement and repeat capture. Public category signals include location scouting, virtual production, reusable 3d environments.",Location scouting; Virtual production; Reusable 3D environments,NOT CONFIRMED | NOT CONFIRMED | Website/contact form | https://www.mrxfx.com/,NOT CONFIRMED,NOT CONFIRMED,NOT CONFIRMED,"Offer spatial scans for remote location scouting, virtual production reference and reusable digital environments.",87,70,New,"Initial SplatCap3D lead database. Qualification is based on spatial/digital-twin fit, not drone survey fit. Verify contacts before outreach.",2026-07-21
